0.000000 0.938697
0.108108 2.992115
0.216216 4.952989
0.324324 6.821321
0.432432 8.597110
0.540541 10.280355
0.648649 11.871058
0.756757 13.369218
0.864865 14.774835
0.972973 16.087910
1.081081 17.308441
1.189189 18.436430
1.297297 19.471875
1.405405 20.414778
1.513514 21.265138
1.621622 22.022955
1.729730 22.688229
1.837838 23.260960
1.945946 23.741148
2.054054 24.128793
2.162162 24.423896
2.270270 24.626456
2.378378 24.736472
2.486486 24.753946
2.594595 24.678877
2.702703 24.511265
2.810811 24.251110
2.918919 23.898413
3.027027 23.453172
3.135135 22.915388
3.243243 22.285062
3.351351 21.562193
3.459459 20.746781
3.567568 19.838826
3.675676 18.838328
3.783784 17.745287
3.891892 16.559703
4.000000 15.281577
