1,6.095194384521908,112.99313
31,6.227690894206365,107.32149
46,6.213381253216002,102.59249
76,6.057200882567299,91.22188
91,5.9508420862091915,85.31776
106,5.851743794944551,79.72371
121,5.777573127349218,74.7592
151,5.743912734058168,67.9193
166,5.781178977357016,66.5351
196,5.885357528924942,68.36059
211,5.913029689391454,71.40223
241,5.876273803446027,80.6059
256,5.823553331163194,86.1882
286,5.723906517028809,97.78484
301,5.7116261235872905,103.14066
331,5.818990748325984,111.1496
361,6.055272877216339,113.32679
