0.000000 0.968794
0.108108 2.992298
0.216216 4.918107
0.324324 6.746221
0.432432 8.476640
0.540541 10.109365
0.648649 11.644394
0.756757 13.081729
0.864865 14.421369
0.972973 15.663314
1.081081 16.807564
1.189189 17.854120
1.297297 18.802980
1.405405 19.654146
1.513514 20.407617
1.621622 21.063393
1.729730 21.621474
1.837838 22.081861
1.945946 22.444552
2.054054 22.709549
2.162162 22.876851
2.270270 22.946458
2.378378 22.918370
2.486486 22.792588
2.594595 22.569110
2.702703 22.247938
2.810811 21.829071
2.918919 21.312509
3.027027 20.698252
3.135135 19.986300
3.243243 19.176654
3.351351 18.269312
3.459459 17.264276
3.567568 16.161545
3.675676 14.961119
3.783784 13.662999
3.891892 12.267183
4.000000 10.773673
